sample_id,task,seed,sample_best,native_score,B1,B1_prediction_hash,B2,B2_prediction_hash
ruler_fwe_16k:0010,ruler_fwe_16k,20260926,0.6666666666666666,1.0,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2,1.0,7a99e74d582ba3b4d02ad664e0cc9db6cfaed8293ab93b2b2ea6b483bfe21768
ruler_fwe_16k:0010,ruler_fwe_16k,20260927,0.6666666666666666,1.0,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2
ruler_fwe_16k:0010,ruler_fwe_16k,20260928,0.6666666666666666,1.0,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2
ruler_fwe_16k:0010,ruler_fwe_16k,20260929,0.6666666666666666,1.0,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2
ruler_fwe_16k:0010,ruler_fwe_16k,20260930,0.6666666666666666,1.0,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2,0.6666666666666666,49476ce3eff8c7c7c10492eed7264c797e4dcb20efd3bb3e89d5fde29cb944b2
ruler_fwe_16k:0088,ruler_fwe_16k,20260926,0.6666666666666666,1.0,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4
ruler_fwe_16k:0088,ruler_fwe_16k,20260927,0.6666666666666666,1.0,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4
ruler_fwe_16k:0088,ruler_fwe_16k,20260928,0.6666666666666666,1.0,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4
ruler_fwe_16k:0088,ruler_fwe_16k,20260929,0.6666666666666666,1.0,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4
ruler_fwe_16k:0088,ruler_fwe_16k,20260930,0.6666666666666666,1.0,0.6666666666666666,6048d8acd45d42820ed56c71f506919c334b2223cf6fc07795d5bd9a39c1f7e4,1.0,5ec45171daa6d5010c5d6b5177039cf487c5e0653dbe2a7b38f94a6d7495c58f
